"Species","Lifespan","Mean lifespan
(±SD)","Median lifespan","Source","Original source","Original source text","Class","Number of species represented in class","Order","Number of species represented in order","Family","Number of species represented in family","Genus","Number of species represented in genus","Number of reported lifespans for species"
"Trematomus bernacchii",21,"12.38 ± 5.45",10,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,8
"Trematomus bernacchii",9,"12.38 ± 5.45",10,"FishBase","FishBase ref no.: 117667","Daniels, R.A. , 1983 Demographic characteristics of an Antarctic plunderfish, Harpagifer bispinis antarcticus. Mar. Ecol. Prog. Ser. 13:181-187.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,8
"Trematomus bernacchii",10,"12.38 ± 5.45",10,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,8
"Trematomus hansoni",11,"13.33 ± 5.86",11,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,3
"Trematomus hansoni",20,"13.33 ± 5.86",11,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,3
"Trematomus hansoni",9,"13.33 ± 5.86",11,"FishBase","FishBase ref no.: 117667","Daniels, R.A. , 1983 Demographic characteristics of an Antarctic plunderfish, Harpagifer bispinis antarcticus. Mar. Ecol. Prog. Ser. 13:181-187.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,3
"Trematomus loennbergii",23,"23 ± NA",23,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,1
"Trematomus scotti",22,"22 ± NA",22,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,1
"Etheostoma cragini",3,"3 ± 0",3,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Etheostoma",2,2
"Etheostoma cragini",3,"3 ± 0",3,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Percidae",8,"Etheostoma",2,2
"Etheostoma spectabile",1,"1.5 ± 0.71",1.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Perciformes",97,"Percidae",8,"Etheostoma",2,2
"Etheostoma spectabile",2,"1.5 ± 0.71",1.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Perciformes",97,"Percidae",8,"Etheostoma",2,2
"Gymnocephalus cernua",10,"9 ± 1.87",10,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Gymnocephalus",1,5
"Gymnocephalus cernua",10,"9 ± 1.87",10,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Gymnocephalus",1,5
"Gymnocephalus cernua",7,"9 ± 1.87",10,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Gymnocephalus",1,5
"Gymnocephalus cernua",11,"9 ± 1.87",10,"FishBase","FishBase ref no.: 120759","Eakins, R.J. , 2019 Ruffe. Ontario Freshwater Fishes Life History Database. Version 4.86. Online database. (http://www.ontariofishes.ca), accessed 06 August 2019","Actinopteri",425,"Perciformes",97,"Percidae",8,"Gymnocephalus",1,5
"Gymnocephalus cernua",7,"9 ± 1.87",10,"FishBase","FishBase ref no.: 120759","Eakins, R.J. , 2019 Ruffe. Ontario Freshwater Fishes Life History Database. Version 4.86. Online database. (http://www.ontariofishes.ca), accessed 06 August 2019","Actinopteri",425,"Perciformes",97,"Percidae",8,"Gymnocephalus",1,5
"Perca flavescens",11,"11 ± 1.73",12,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,5
"Perca flavescens",12,"11 ± 1.73",12,"FishBase","FishBase ref no.: 273","Nigrelli, R.F. , 1959 Longevity of fishes in captivity, with special reference to those kept in the New York Aquarium. p. 212-230. In G.E.W. Wolstehnolmen and M. O'Connor (eds.) Ciba Foundation Colloquium on Ageing: the life span of animals. Vol. 5., Churchill, London.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,5
"Perca flavescens",12,"11 ± 1.73",12,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,5
"Perca flavescens",12,"11 ± 1.73",12,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [71]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,5
"Perca flavescens",8,"11 ± 1.73",12,"Max Plank Institute for Demographic Research","MPIDR ref no.: [70]","Flower, M.S.S., 1925. Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proceedings of the Zoological Society of London 1925(1): 247-267.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,5
"Perca fluviatilis",22,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",10.6999998092651,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 273","Nigrelli, R.F. , 1959 Longevity of fishes in captivity, with special reference to those kept in the New York Aquarium. p. 212-230. In G.E.W. Wolstehnolmen and M. O'Connor (eds.) Ciba Foundation Colloquium on Ageing: the life span of animals. Vol. 5., Churchill, London.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",22,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",17,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 4843","Treasurer, J.W., R. Owen and E. Bowers , 1992 The population dynamics of pike, Esox lucius, and perch, Perca fluviatilis, in a simple predator-prey system. Environ. Biol. Fishes 34(1):65-78.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",17,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 4843","Treasurer, J.W., R. Owen and E. Bowers , 1992 The population dynamics of pike, Esox lucius, and perch, Perca fluviatilis, in a simple predator-prey system. Environ. Biol. Fishes 34(1):65-78.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",14.5,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 56502","Podlesnyi, A.V. , 1958 Fishes of Enisey, their environments and use. P. 97-178 in Pravdin, I.F. and P.L. Pirozhnikov (Eds.). Commercial fishes of Ob and Enisey and their use. Izv. VNIORH 44. Moscow, Pishchepromizdat.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",9,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 58482","Kleanthidis, P.K. and K.I. Stergiou , 2006 Growth parameters and length-length relationships of Greek freshwater fishes. p. 69-77. In M.L.D. Palomares, K.I. Stergiou and D. Pauly (eds.) Fishes in databases and ecosystems. Fisheries Centre Research Reports 14(4). Fisheries Centre, University of British Columbia.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",9,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 58482","Kleanthidis, P.K. and K.I. Stergiou , 2006 Growth parameters and length-length relationships of Greek freshwater fishes. p. 69-77. In M.L.D. Palomares, K.I. Stergiou and D. Pauly (eds.) Fishes in databases and ecosystems. Fisheries Centre Research Reports 14(4). Fisheries Centre, University of British Columbia.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",5,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 58482","Kleanthidis, P.K. and K.I. Stergiou , 2006 Growth parameters and length-length relationships of Greek freshwater fishes. p. 69-77. In M.L.D. Palomares, K.I. Stergiou and D. Pauly (eds.) Fishes in databases and ecosystems. Fisheries Centre Research Reports 14(4). Fisheries Centre, University of British Columbia.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",9,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 58482","Kleanthidis, P.K. and K.I. Stergiou , 2006 Growth parameters and length-length relationships of Greek freshwater fishes. p. 69-77. In M.L.D. Palomares, K.I. Stergiou and D. Pauly (eds.) Fishes in databases and ecosystems. Fisheries Centre Research Reports 14(4). Fisheries Centre, University of British Columbia.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",21,"14.16 ± 6.25",12.6,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",22,"14.16 ± 6.25",12.6,"AnAge","AnAge ref no.: 1","Carey and Judge (2000) Longevity Records: Life Spans of Mammals, Birds, Amphibians, Reptiles, and Fish","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",5.7,"14.16 ± 6.25",12.6,"Max Plank Institute for Demographic Research","MPIDR ref no.: [70]","Flower, M.S.S., 1925. Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proceedings of the Zoological Society of London 1925(1): 247-267.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",10.7,"14.16 ± 6.25",12.6,"Max Plank Institute for Demographic Research","MPIDR ref no.: [71]","Flower, M.S.S., 1935. Further notes on the duration of life in animals. - I. Fishes: as determined by otolith and scale - readings and direct observations on living animals. Proceedings of the Zoological Society of London 1935: 265.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",10,"14.16 ± 6.25",12.6,"Max Plank Institute for Demographic Research","MPIDR ref no.: [178]","Seemann, W., 1961. Der Sehlendorfer Binnensee...VI. Die Fisherei im Sehlendorfer Binnensee. Fisch. Hilfswiss 9: 603.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Perca fluviatilis",22,"14.16 ± 6.25",12.6,"Max Plank Institute for Demographic Research","MPIDR ref no.: [2]","Alm, G., 1951.  Year class fluctuations and span of life of perch. Drottningholm:  Institute of Freshwater Research, Drottningholm, Fishery Board of Sweden.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Perca",2,16
"Percina caprodes",3,"3 ± 0",3,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Percina",1,3
"Percina caprodes",3,"3 ± 0",3,"AnAge","AnAge ref no.: 520","Philip Altman and Dorothy Dittmer (1962) Growth including reproduction and morphological development","Actinopteri",425,"Perciformes",97,"Percidae",8,"Percina",1,3
"Percina caprodes",3,"3 ± 0",3,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [36]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Percina",1,3
"Sander lucioperca",17,"16.67 ± 0.58",17,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,3
"Sander lucioperca",17,"16.67 ± 0.58",17,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,3
"Sander lucioperca",16,"16.67 ± 0.58",17,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,3
"Sander vitreus",29,"21.67 ± 7.47",23,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,6
"Sander vitreus",13,"21.67 ± 7.47",23,"FishBase","FishBase ref no.: 52263","Craig, J.F., J.A. Babaluk, S.G. Stevenson and P.C. Williams , 1995 Variation in growth and reproduction of walleye (Stizostedion vitreum) in three Manitoba lakes. Can. J. Zool. 73:367-372.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,6
"Sander vitreus",13,"21.67 ± 7.47",23,"FishBase","FishBase ref no.: 52263","Craig, J.F., J.A. Babaluk, S.G. Stevenson and P.C. Williams , 1995 Variation in growth and reproduction of walleye (Stizostedion vitreum) in three Manitoba lakes. Can. J. Zool. 73:367-372.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,6
"Sander vitreus",20,"21.67 ± 7.47",23,"FishBase","FishBase ref no.: 52263","Craig, J.F., J.A. Babaluk, S.G. Stevenson and P.C. Williams , 1995 Variation in growth and reproduction of walleye (Stizostedion vitreum) in three Manitoba lakes. Can. J. Zool. 73:367-372.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,6
"Sander vitreus",26,"21.67 ± 7.47",23,"FishBase","FishBase ref no.: 120608","Eakins, R.J. , 2019 Walleye (yellow pickerel). Ontario Freshwater Fishes Life History Database. Version 4.85. Online database. (http://www.ontariofishes.ca; http://www.ontariofishes.ca/home.htm), accessed 25 June 2019.","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,6
"Sander vitreus",29,"21.67 ± 7.47",23,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Percidae",8,"Sander",2,6
"Pholis gunnellus",5,"4.89 ± 3.95",5,"FishBase","FishBase ref no.: 72462","Altman, P.L. and D.S. Dittmer , 1962 Growth, including reproduction and morphological development. Federation of American Societies for Experimental Biology.","Actinopteri",425,"Perciformes",97,"Pholidae",1,"Pholis",1,6
"Pholis gunnellus",1.16999995708466,"4.89 ± 3.95",5,"FishBase","FishBase ref no.: 273","Nigrelli, R.F. , 1959 Longevity of fishes in captivity, with special reference to those kept in the New York Aquarium. p. 212-230. In G.E.W. Wolstehnolmen and M. O'Connor (eds.) Ciba Foundation Colloquium on Ageing: the life span of animals. Vol. 5., Churchill, London.","Actinopteri",425,"Perciformes",97,"Pholidae",1,"Pholis",1,6
"Pholis gunnellus",12,"4.89 ± 3.95",5,"FishBase","FishBase ref no.: 45544","Gunnarsson, Á and K. Gunnarsson , 2002 Temperature effects on growth and maturity of butterfish (Pholis gunnellus) in Iceland. J. Mar. Biol. Ass. U.K. 82(5):903-906.","Actinopteri",425,"Perciformes",97,"Pholidae",1,"Pholis",1,6
"Pholis gunnellus",5,"4.89 ± 3.95",5,"AnAge","AnAge ref no.: 520","Philip Altman and Dorothy Dittmer (1962) Growth including reproduction and morphological development","Actinopteri",425,"Perciformes",97,"Pholidae",1,"Pholis",1,6
"Pholis gunnellus",1.2,"4.89 ± 3.95",5,"Max Plank Institute for Demographic Research","MPIDR ref no.: [70]","Flower, M.S.S., 1925. Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proceedings of the Zoological Society of London 1925(1): 247-267.","Actinopteri",425,"Perciformes",97,"Pholidae",1,"Pholis",1,6
"Pholis gunnellus",5,"4.89 ± 3.95",5,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [159]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Perciformes",97,"Pholidae",1,"Pholis",1,6
"Adelosebastes latens",35,"36 ± 1.41",36,"Published articles","Kurbanov, Y.K. and Michalutin, E.A., 2022. New Data on Adelosebastes latens (Sebastidae) from the Region of the Underwater Elevations of the Hawaiian-Emperor Seamount Chain (Northern Pacific Ocean). Journal of Ichthyology, 62(1), pp.79-88.",NA,"Actinopteri",425,"Perciformes",97,"Sebastidae",60,"Adelosebastes",1,2
"Adelosebastes latens",37,"36 ± 1.41",36,"Published articles","Kurbanov, Y.K. and Michalutin, E.A., 2022. New Data on Adelosebastes latens (Sebastidae) from the Region of the Underwater Elevations of the Hawaiian-Emperor Seamount Chain (Northern Pacific Ocean). Journal of Ichthyology, 62(1), pp.79-88.",NA,"Actinopteri",425,"Perciformes",97,"Sebastidae",60,"Adelosebastes",1,2
"Sebastes aleutianus",205,"183.33 ± 33.57",205,"FishBase","FishBase ref no.: 55701","Munk, K.M. , 2001 Maximum ages of groundfishes in waters off Alaska and British Columbia and consideration of age determination. Alaska Fish. Res. Bull. 8(1):12-21.","Actinopteri",425,"Perciformes",97,"Sebastidae",60,"Sebastes",57,6
"Sebastes aleutianus",205,"183.33 ± 33.57",205,"FishBase","FishBase ref no.: 39247","Cailliet, G.M., A.H. Andrews, E.J. Burton, D.L. Watters, D.E. Kline and L.A. Ferry-Graham , 2001 Age determination and validation studies of marine fishes: do deep-dwellers live longer?. Exp. Geront. 36:739-764.","Actinopteri",425,"Perciformes",97,"Sebastidae",60,"Sebastes",57,6
"Sebastes aleutianus",140,"183.33 ± 33.57",205,"FishBase","FishBase ref no.: 72507","Chilton, D.E. , 1982 Age determination methods for fishes studies by the groundfish program at the Pacific biological station. In D.E. Chilton and R.J. Beamish (eds.), Canadian Special Publication of Fish. and Aquatic Sciences, Vol. 102.","Actinopteri",425,"Perciformes",97,"Sebastidae",60,"Sebastes",57,6
